distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,mouse_3.clicked_name,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
positive,yellow,1,None,k,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493172800001048,322.26232600000367,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7707580999995116,324.75928540000314,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.965173099997628,326.52899890000117,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.5738633000000846,328.49707630000194,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5020337000023574,330.0741149000023,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,1,None,None,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984019999974407,332.5772486999995,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7032285000022966,335.0766575000016,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9157105000049341,336.77920290000475,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,1,None,None,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4932591000033426,338.69624560000375,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984473000004073,341.19313800000236,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987772999957087,343.6933452000012,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988766999958898,346.1933621000062,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984911999999895,348.69322770000144,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,2,None,None,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985719000032987,351.1932786000034,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49884480000037,353.693239500004,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,2,None,None,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987641999978223,356.19346439999936,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984488999980385,358.69550960000197,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983865999965928,361.19409409999935,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.9538869000025443,363.6940403000044,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9570366999978432,367.65860760000214,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8313381999978446,369.61381670000264,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,2,None,None,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493722399995022,371.44663550000405,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8368633999998565,373.9438713000054,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,1,None,None,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493552500003716,375.7807873999991,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987025000009453,378.27726149999944,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.98564809999516,380.7779517000017,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8994766000032541,382.76351660000364,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.509323600002972,384.66490630000044,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987448000028962,387.17670580000413,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,1,None,None,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987046999958693,389.67723890000343,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984690999990562,392.177700500004,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7375329999995301,394.67737130000023,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493509099993389,396.41364940000494,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498360199999297,398.91158890000224,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,2,None,None,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4990430000034394,401.41044200000033,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9037031999978353,403.91126000000077,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4936100999984774,405.8146756999995,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988317000024836,408.31183410000085,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9532665999940946,410.8120351000034,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8984160999971209,412.76419460000034,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6465903999996954,414.66421300000366,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,2,None,None,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4959969999981695,416.314203599999,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498671999994258,418.81145480000123,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9534687999985181,421.31139390000317,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8985162000026321,423.2643032000051,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1305960999961826,425.1641187999994,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4949401000048965,427.30668349999905,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.770626399993489,429.79521509999904,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7484721000000718,431.56488480000553,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6317564999990282,433.31449710000015,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.510101299994858,434.94960820000415,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498638299999584,437.46394280000095,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.3692162999941502,439.96382090000407,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,2,None,None,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4936772000000929,442.3315150000053,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,93,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983966999934637,444.828319500004,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989720999947167,447.3282975000038,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,95,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988037000002805,449.8289739000029,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,1,None,None,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983271999954013,452.32887330000085,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4990261999992072,454.828943600005,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7867351999957464,457.32932500000607,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,1,None,None,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4929917000044952,459.1150467000043,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8028449999983422,461.61196960000234,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7326777999987826,463.415453900001,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4937810999981593,465.14852950000204,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7539486000023317,467.6461737999998,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5100238000013633,469.3988468000025,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8532267000045977,471.91284520000045,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6738200000036159,473.76528580000013,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5018696999977692,475.4442221999998,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498833999998169,477.9461033000043,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7456739999979618,480.44603330000245,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5015808000025572,482.19376190000185,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7353972999990219,484.6961059000023,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,112,112,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4953766999969957,486.440912500002,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,113,113,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983448999992106,488.93062199999986,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,1,None,None,,,,,,,,,0,114,114,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985276000006706,491.4302639000016,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,1,None,None,,,,,,,,,0,115,115,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987248000034015,493.9295373999994,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,2,None,None,,,,,,,,,0,116,116,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982661999965785,496.4305545000025,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,117,117,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8035569999992731,498.9298452000003,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,118,118,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493550099999993,500.73303200000373,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,2,None,None,,,,,,,,,0,119,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498923699997249,503.230252500005,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0451740999997128,505.73008980000304,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,1,None,None,,,,,,,,,0,121,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5020231000016793,507.7773612000019,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498468400001002,510.28006430000096,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,2,None,None,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498511800004053,512.7802267000006,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.2788129999971716,515.2801894000004,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,1,None,None,,,,,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.501868999999715,517.5615074000016,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
